Category,Product Name,Sentiment,Emotion,Customer Review,topic,theme,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating
Toys and Hobbies,Kereta Thomas Mainan Thomas,Negative,Sadness,kualitas main amat buruk.,6,Poor quality / flimsy,Kota Tangerang,59000,4.7,37200,11900,1
Toys and Hobbies,Kereta Thomas Mainan Thomas,Negative,Sadness,barang nya rusak,10,Broken / damaged item,Kota Tangerang,59000,4.7,37200,11900,1
Toys and Hobbies,Kereta Thomas Mainan Thomas,Negative,Sadness,bahannya jelek kualitasnya sangat jelek baru brp menit sudah rusak,15,Poor quality / flimsy,Kota Tangerang,59000,4.7,37200,11900,1
Toys and Hobbies,Kereta Thomas Mainan Thomas,Negative,Sadness,nggak bisa jalan kereta nya.. anakqu jadi kecewa,9,General disappointment,Kota Tangerang,59000,4.7,37200,11900,1
Toys and Hobbies,Kereta Thomas Mainan Thomas,Negative,Sadness,"barang tidak sampai, mengecewakan sekali",9,General disappointment,Kota Tangerang,59000,4.7,37200,11900,1
Toys and Hobbies,Kereta Thomas Mainan Thomas,Negative,Sadness,barang tidak berfungsi/tidak bisa jalan.,4,Defective / does not work,Kota Tangerang,59000,4.7,37200,11900,1
Toys and Hobbies,Paket UNO STACKO + KARTU UNO + 2 DADU - paket 3 in 1,Negative,Anger,barangnya datang dalam keadaan tidak bagus,2,Damaged packaging,Jakarta Pusat,50000,4.9,6036,3462,1
Toys and Hobbies,Jumping Pirates Roulette Family Game,Negative,Anger,"Barang rusak ga berfungsi sama sekali� ga bisa di mainin sama sekali, parahhh",9,General disappointment,Kota Tangerang,35000,4.8,5415,2330,1
Toys and Hobbies,Mainan Anak Pedang Starwars Light Saber Double Blade Star Wars Cosplay,Negative,Anger,"bahannya plastik jelek, suaranya kecil banget, lampunya jg gk terlalu terang, bru jg dimainin udah patah",4,Defective / does not work,Jakarta Barat,87500,4.9,1046,518,1
Toys and Hobbies,mainan crocodile dentist game gigit jari buaya,Negative,Anger,Mainannya rusak gak bisa dipake,10,Broken / damaged item,Jakarta Barat,27500,4.8,399,152,1
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,Negative,Anger,"PRODUK CACAT KEPALANYA PENYOK, MINTA TUKAR GAK DIKASIH",15,Poor quality / flimsy,Jakarta Barat,27000,4.7,11000,3635,1
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,Negative,Anger,JELEK BARU DICOBA 2KALI UDAH RUSAK. . GIGINYA GA BISA DI PENCET LAGI,10,Broken / damaged item,Jakarta Barat,27000,4.7,11000,3635,1
Toys and Hobbies,Fidget Pop It Toy Murah Rainbow Mainan Anak Penghilang Stress Tiktok - ICECONE Pastel,Negative,Anger,Beli 3 dikirim 2 doang. Balikin duit gw penipu!,2,Damaged packaging,Jakarta Timur,17500,4.8,17600,5189,1
Toys and Hobbies,Kereta Thomas Mainan Thomas,Negative,Anger,kualitas main amat buruk.,6,Poor quality / flimsy,Kota Tangerang,59000,4.7,37200,11900,1
Toys and Hobbies,Kereta Thomas Mainan Thomas,Negative,Anger,bahannya jelek kualitasnya sangat jelek baru brp menit sudah rusak,15,Poor quality / flimsy,Kota Tangerang,59000,4.7,37200,11900,1
Toys and Hobbies,Kereta Thomas Mainan Thomas,Negative,Anger,jelek barang sampai disini udah rusak GK bisa jalan,10,Broken / damaged item,Kota Tangerang,59000,4.7,37200,11900,1
Toys and Hobbies,Kereta Thomas Mainan Thomas,Negative,Anger,saya belom menerima paket ini kenapa sudah selesai yah gimana sih!!!!,1,Unresponsive seller,Kota Tangerang,59000,4.7,37200,11900,1
Toys and Hobbies,Kuy Cartridge Original - V1,Negative,Anger,"barang jelek, baru juga mau di pake udah gosong, segel udh kebuka,",15,Poor quality / flimsy,Jakarta Barat,27000,4.9,26500,5864,1
Toys and Hobbies,Iron Man Mark 50 Action Figure Recast,Negative,Anger,"Barang basah berair dan bau Kwalitas tidak bagus, tidak spt digambar Cat nya byk yg terkelupas",5,Bad smell or taste,Jakarta Barat,110000,4.8,1033,707,1
Toys and Hobbies,Iron Man Mark 50 Action Figure Recast,Negative,Anger,Cat nya jelek banget.. detailing nya jelek parah.. murah sih.. tapi ya gitu.. jelek,15,Poor quality / flimsy,Jakarta Barat,110000,4.8,1033,707,3
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,Negative,Anger,"PRODUK CACAT KEPALANYA PENYOK, MINTA TUKAR GAK DIKASIH",15,Poor quality / flimsy,Jakarta Barat,27000,4.7,11000,3635,1
Toys and Hobbies,Kereta Thomas Mainan Thomas,Negative,Anger,buruk,6,Poor quality / flimsy,Kota Tangerang,59000,4.7,37200,11900,1
Toys and Hobbies,Kereta Thomas Mainan Thomas,Negative,Anger,saya belom menerima paket ini kenapa sudah selesai yah gimana sih!!!!,1,Unresponsive seller,Kota Tangerang,59000,4.7,37200,11900,1
Toys and Hobbies,Kereta Thomas Mainan Thomas,Negative,Anger,"tiba2 selesai padahal gak ada barang yang datang sama sekali, penipu ya?",9,General disappointment,Kota Tangerang,59000,4.7,37200,11900,1
Toys and Hobbies,Permainan Stako Kayu 54 Balok dengan 4 Dadu,Negative,Anger,"Blm dimainin barang udh cacat mana no angkanya ada yg pudar lagi, parah dah",9,General disappointment,Kota Tangerang,35000,4.6,1353,680,1
Toys and Hobbies,mainan crocodile dentist game gigit jari buaya,Negative,Anger,masa baru dateng langsung rusak,10,Broken / damaged item,Jakarta Barat,27500,4.8,399,152,1
Toys and Hobbies,Tenda Bermain Anak Model Castle (BIRU/ PINK),Negative,Anger,"barang jelek, mudah sobek",17,Poor quality / flimsy,Kota Tangerang,120000,4.8,1592,1085,1
Toys and Hobbies,ACTION FIGURE KIMETSU NO YAIBA DEMON SLAYER TANJIRO NEZUKO KOCHO - Netzuko,Negative,Anger,Cacat gitu jidatnya..mana jelas bgt lagi..hadeeuuhh,12,General disappointment,Jakarta Barat,59000,4.9,711,257,1
Toys and Hobbies,Action Base untuk Display Stand SHF /HG/RG Gundam/ Action figure,Negative,Anger,SENDINYA GA SERET SAMA SEKALI !! LOSSSSSS GA BISA BUAT JADI STAND !!! MEYESELL BANGET !!!!,9,General disappointment,Kab. Tangerang,17999,4.8,6648,1331,1
Toys and Hobbies,Fidget Pop It Toy Murah Rainbow Mainan Anak Penghilang Stress Tiktok - ICECONE Pastel,Negative,Anger,"BELI 18 BIJI , DI TELP SAMA TOKO.. TERNYATA BARANG GK ADA N D TAWARIN GANTI YANG MURAH. SAYA GAK MAU. EH TETAP DIKIRIM AMONG US YG BUKAN UV! SAYA KAN SUDAH BILANG TIDAK MAU! RUGI 526 .",1,Unresponsive seller,Jakarta Timur,17500,4.8,17600,5189,1
Toys and Hobbies,Fidget Pop It Toy Murah Rainbow Mainan Anak Penghilang Stress Tiktok - ICECONE Pastel,Negative,Anger,pesan model love yg dtang mickey.anak we jdi ngamuk.di cat ktanya ready yg love.klo ga ada bilang,0,Item not as described,Jakarta Timur,17500,4.8,17600,5189,1
Toys and Hobbies,Jumping Animal / Kuda Kudaan Karet ( ada musik dan lampu ),Negative,Anger,bocor payahlah ga di periksa dulu,9,General disappointment,Jakarta Utara,71500,4.6,5667,1643,1
Toys and Hobbies,Jumping Animal / Kuda Kudaan Karet ( ada musik dan lampu ),Negative,Anger,"PACKING ASAL BARANG SANGAT MENGECEWAKAN,KOTOR, BOCOR, MUSIKNYA JG GA JALAN,BANYAK BARET",2,Damaged packaging,Jakarta Utara,71500,4.6,5667,1643,1
Toys and Hobbies,Tanjiro Nezuko Zenitsu Inosuke Action Figure Kimetsu No Yaiba - RANDOM KARAKTER,Negative,Anger,"jelak.. ada yg patah, pedang pada meletot semua, apa lagi warna ya ada yg salah.. fatal",0,Item not as described,Jakarta Barat,55000,4.9,1753,740,1
Toys and Hobbies,Tanjiro Nezuko Zenitsu Inosuke Action Figure Kimetsu No Yaiba - RANDOM KARAKTER,Negative,Anger,cacat gaming,7,Damaged packaging,Jakarta Barat,55000,4.9,1753,740,1
Toys and Hobbies,Pokeball,Negative,Anger,"GW PESEN APA DIKASIH WARNA APA, GILA NI YG JUAL",0,Item not as described,Jakarta Barat,39000,4.7,2057,312,1
Toys and Hobbies,Pokeball,Negative,Anger,Harga mahal dan ga sesuai ekspetasi. Cat ga rapih dan bahan kyk plastik murahan,6,Poor quality / flimsy,Jakarta Barat,39000,4.7,2057,312,1
Toys and Hobbies,Robot Iron Man Hulkbuster - Kado Mainan Anak Avenger,Negative,Anger,"yg dikirim beda barang yg lebih murah, selisih 16.703 ...eh rusak pula.. mau retur tapi maenannya dah terlanjur dibuka...yauda gw minta balikin selisih nya aja dg suruh isiin pulsa gw aja 15rb... udah 6hari pulsa ga masuk2..ditanyain jawab nya ok doang... PARAH GA AMANAH!!!",1,Unresponsive seller,Jakarta Barat,72500,4.8,758,422,1
Toys and Hobbies,Pokemon GX / V Random - Kartu Pokemon TCG Indonesia - GX TD atau V TD,Negative,Anger,"kartunya kw semua,katanya ori gimana sih",13,Item not as described,Kota Depok,6200,4.9,2552,222,1
Toys and Hobbies,Robot Iron Man Hulkbuster - Kado Mainan Anak Avenger,Negative,Anger,kotaknya jelek! penyok! bungkus seadanya doang,2,Damaged packaging,Jakarta Barat,72500,4.8,758,422,3
Toys and Hobbies,Jingpindangong Ketapel Aluminium - Camouflage - Cokelat,Negative,Anger,Udah sampenya lama bgd semingguan trs pas barangnya di coba malah patah. Sialan kan!,14,Defective / does not work,Jakarta Pusat,17100,4.7,1823,629,1
Toys and Hobbies,Jingpindangong Ketapel Aluminium - Camouflage - Cokelat,Negative,Anger,No good !!! Tidak puassss,3,Item not as described,Jakarta Pusat,17100,4.7,1823,629,1
Toys and Hobbies,SK-M6 Mainan Tenda Anak Terowongan 4 in 1 + Kolam + Ring Basket Mainan - TENDA 4IN1 MERA,Negative,Anger,"Proses kemas/kirim LAMA, seller ditanya hanya jawab MOHON SABAR, MOHON TUNGGU. Tidak kasih kepastian kapan kirim. Hrs nya dijawab BISA / TIDAK. End up barang di pickup sendiri ke gudang kurir krn perlu.",8,Slow delivery,Kab. Tangerang,141988,4.9,2443,1345,1
Toys and Hobbies,SK-M6 Mainan Tenda Anak Terowongan 4 in 1 + Kolam + Ring Basket Mainan - TENDA 4IN1 MERA,Negative,Anger,"tokonya tidak sportif, tidak koperatif pengalaman buruk belanja di toko ini barang cacat diajukan keluhan tapi tidak bertanggung jawab di chat lewat Tokped ataupun WA tapi tanggapannya muter muter doang kebanyakan basa basi padahal tidak mau bertanggung jawab lu makan tuh uang ***** buat **** istri lu hati hati dengan toko ini",1,Unresponsive seller,Kab. Tangerang,141988,4.9,2443,1345,1
Toys and Hobbies,SK-M6 Mainan Tenda Anak Terowongan 4 in 1 + Kolam + Ring Basket Mainan - TENDA 4IN1 MERA,Negative,Anger,"Jualan kok ngotottt, nggak laku toko nya bang?",1,Unresponsive seller,Kab. Tangerang,141988,4.9,2443,1345,1
Toys and Hobbies,Homade playdough mainan anak 50gr / play dough / playdoh / play doh - Hitam,Negative,Anger,"pengiriman lama banget, dough nya juga jelek banget ga lentur, ga seperti biasanya",15,Poor quality / flimsy,Kota Tangerang Selatan,4500,4.8,8955,460,1
Toys and Hobbies,"DOMINO BATU WARNA SPEEDS + BOX KAYU COKLAT TEBAL 1,5 cm LX 047-04",Negative,Fear,"saya sarankan jangan transaksi sama toko ini, pesanan saya sampai saat ini belum dikirim... selalu bohong klo ditanya...",1,Unresponsive seller,Kota Surabaya,299500,4.7,791,281,1
Toys and Hobbies,ACTION FIGURE ONE PIECE RORONOA ZORO WANO KIMONO DFX THE GRANDLINE MEN,Negative,Fear,lain kali tolong lah di cek baik baik sebelum di bungkus,9,General disappointment,Jakarta Barat,78900,4.8,282,176,1
Toys and Hobbies,Tanah Liat PLERED Kualitas SUPER CLAY 1 KG -Prakarya/Kerajinan Keramik,Negative,Fear,Barang tidak pernah sampai... malah disuruh ngambil sendiri... ngga rekomen banget,9,General disappointment,Jakarta Timur,8925,4.9,10000,1805,1
Toys and Hobbies,Tanah Liat PLERED Kualitas SUPER CLAY 1 KG -Prakarya/Kerajinan Keramik,Negative,Fear,BARANG TIDAK DATANG DANA GK KEMBALI,9,General disappointment,Jakarta Timur,8925,4.9,10000,1805,1
Toys and Hobbies,Lilin mainan BOLA / Plastisin 1/4 - Biru,Negative,Fear,Parah ini toko ga ada tanggung jawab nya,1,Unresponsive seller,Jakarta Barat,4150,4.9,21300,1143,1
Toys and Hobbies,Kereta Thomas Mainan Thomas,Negative,Fear,"ga adda mesin nya,, jangan di beli...",9,General disappointment,Kota Tangerang,59000,4.7,37200,11900,1
Toys and Hobbies,Kereta Thomas Mainan Thomas,Negative,Fear,"mentang2 dapetnya gratis dari tokped , ehh dikirimnyapun seenak jidat , packing jelek , mainannya gak dicek dulu , rodanya depannya gak ada , jadi keretanya gak bisa jalan , sorry gak difoto ,keburu kesel , sekarang pun mainannya udh ancur kayaknya sama ponakan saya.. next kalo ada pesanan jangan diliat dari apapun ya , cukup layani aja dengan penuh hati ..",9,General disappointment,Kota Tangerang,59000,4.7,37200,11900,1
Toys and Hobbies,Kuy Cartridge Original - V1,Negative,Fear,Hati hati guys gua beli tiga terus satu bener bener gabisa dipake. Sengaja ngasih bintang satu lagian gua chat abangnya ga respon,4,Defective / does not work,Jakarta Barat,27000,4.9,26500,5864,1
Toys and Hobbies,Kuy Cartridge Original - V2,Negative,Fear,beli 2 dipakai dua hari udah hangus. kapok beli disini. 2 catridge gak sampe seminggu.,14,Defective / does not work,Jakarta Barat,27000,4.9,26500,5864,1
Toys and Hobbies,Happy Truck Frictions PEMADAM - Mainan Mobilan Anak - Mobil Mobilan,Negative,Fear,"Order dan gambar truck pemadam kok dikirim mobilan police, NOT RECOMMENDED",18,Item not as described,Kab. Tangerang,50000,4.8,865,353,1
Toys and Hobbies,sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy,Negative,Fear,"ternyata bukan hot wheels asli, bahan plastik. harap di beri keterangan bahwa barang tdk original.",17,Poor quality / flimsy,Jakarta Utara,20000,4.6,1964,340,1
Toys and Hobbies,sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy,Negative,Fear,"ternyata bukan ORI,harga sesuai kualitas ya 10rb bahan plastik,harusnya dikasih keterangan di deskripsi,",6,Poor quality / flimsy,Jakarta Utara,20000,4.6,1964,340,2
Toys and Hobbies,MAINAN MONTESSORI MONTESORI BUSY JAR BUSYJAR EDUKASI ANAK BAYI BALITA,Negative,Fear,Untuk jar bahannya bagus. bahan2 yg lain lumayan. Namun untuk tutup jar pita tlg diperhatikan lubangnya terlalu besar. gampang ditarik smp lepas. tp terbalik dgn tutupnya stick yg kekecilan lobangnya. stick plastik g bisa masuk. akhirnya hrs diganti tutup stick jd tutup pita. tp y pe er ngerjainnya krn udh keiket kecil2 gt kan. maaf agak panjang reviewnya. untuk yang lain bagus.,17,Poor quality / flimsy,Kota Bekasi,79900,5.0,2409,1224,3
Toys and Hobbies,Kereta Thomas Mainan Thomas,Negative,Fear,"merek kereta nya beda banget sama di gambar yg dijual. merek yg dijual keluaran china. dan bukan merek thomas train set, tapi thamos train set. rel kretanya juga gk bisa rata stabil. kalo nyari kualitas mending cari yang lain. saya aja ketipu sebenrnya. gk liat review dulu. mgkn kalo penjualnya ngasih barang yg sesuai gambar saya bakal puas.",3,Item not as described,Kota Tangerang,59000,4.7,37200,11900,1
Toys and Hobbies,Fidget Pop It Toy Murah Rainbow Mainan Anak Penghilang Stress Tiktok - ICECONE Pastel,Negative,Fear,"bukan soal uangnya ,tapi soal ke amanahannya. kirim barang ada yg nggak dikirim(tidak lengkap) bukannya berniat dikirim kekurangannya malah belibet saat di inbox berkali kali. alasan macam2 minta no pesanan dan no resi sudah dikasih tetep aja alesan belibet. salah sendiri kirim brg ngga lengkap. sangat nggak rekomended.",1,Unresponsive seller,Jakarta Timur,17500,4.8,17600,5189,1
Toys and Hobbies,Jumping Animal / Kuda Kudaan Karet ( ada musik dan lampu ),Negative,Fear,"Sy order 5pcs dikirim cuma 4, Krn weekend senin sy Baru Cek system sdh close, ini penjual penipu Krn ditanya tdk mau jawab padahal dia online",1,Unresponsive seller,Jakarta Utara,71500,4.6,5667,1643,1
Toys and Hobbies,Jumping Animal / Kuda Kudaan Karet ( ada musik dan lampu ),Negative,Fear,seller jelek ga recommended mending ga usah belanja disini,1,Unresponsive seller,Jakarta Utara,71500,4.6,5667,1643,1
Toys and Hobbies,Jumping Animal / Kuda Kudaan Karet ( ada musik dan lampu ),Negative,Fear,"maaf sya kasih bintang 1.. di keterangan udh jelas pilihan warna KUNING RUSA, pilihan warna lain jika tidak ada warna kuning warna HIJAU atau BIRU,, tapi yg dteng malah warna PINK, kalau stok warna yg saya ingin tidak ada harus.a konfirmasi terlebih dahulu. tapi ini tidak. kecewa si.. karna anak saya cowo bukan cewek malah di kasih warna pink. lain kali sblum di kirim coba di cek lagi.. ????",0,Item not as described,Jakarta Utara,71500,4.6,5667,1643,1
Toys and Hobbies,Jumping Animal / Kuda Kudaan Karet ( ada musik dan lampu ),Negative,Fear,"Tolong di cek lagi untuk baterainya gan, Baterai bekas dikasih pantes gak mau hidup suaranya",4,Defective / does not work,Jakarta Utara,71500,4.6,5667,1643,1
Toys and Hobbies,Jumping Animal / Kuda Kudaan Karet ( ada musik dan lampu ),Negative,Fear,Kayaknya smua barangnya kempeess makannya dituliss klo kempes gabisa ganti ????????????????????,1,Unresponsive seller,Jakarta Utara,71500,4.6,5667,1643,1
Toys and Hobbies,rak hotwheels isi 20 akrilik/acrylic - Hitam,Negative,Fear,Ujungnya bompel mungkin kebentur pas ekspedisi. Saran: packaging seharusnya yg lebih aman utk barang mudah pecah.,2,Damaged packaging,Jakarta Barat,125000,4.9,689,419,3
Toys and Hobbies,rak hotwheels isi 20 akrilik/acrylic - Hitam,Negative,Fear,Proses cepat produk bagus finising mulus.. Cuma saran om di bagian pengelam agak fi tingkatkan ada beberan sisi yg kurang nempel soal nya. Sama lobang buat gantungan nya agak d besarkan om. Terima kasih,17,Poor quality / flimsy,Jakarta Barat,125000,4.9,689,419,3
Toys and Hobbies,sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy,Negative,Fear,ternyata barangnya kw kirain beneran promo,17,Poor quality / flimsy,Jakarta Utara,20000,4.6,1974,341,1
Toys and Hobbies,sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy,Negative,Fear,"Barang palsu, bukan Hot wheels original... Made in China bukan Made MALAYSIA spt diskripsi",17,Poor quality / flimsy,Jakarta Utara,20000,4.6,1974,341,1
Toys and Hobbies,sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy,Negative,Fear,"ternyata bukan hot wheels asli, bahan plastik. harap di beri keterangan bahwa barang tdk original.",17,Poor quality / flimsy,Jakarta Utara,20000,4.6,1964,340,1
Toys and Hobbies,sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy,Negative,Fear,"ternyata bukan ORI,harga sesuai kualitas ya 10rb bahan plastik,harusnya dikasih keterangan di deskripsi,",6,Poor quality / flimsy,Jakarta Utara,20000,4.6,1964,340,2
Toys and Hobbies,sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy,Negative,Fear,"mobil bukan asli hot wheels, sy kira aslinya",17,Poor quality / flimsy,Jakarta Utara,20000,4.6,1974,341,2
Toys and Hobbies,NEW! Mainan Motor Aki Anak PMB M588 NMAX - Abu-abu,Negative,Fear,"lain kali sebelum kirim barang di cek dulu.. berfungsi atau tidak.. pertama dinamo ny tidak ada yaa walaupun seller kirim dinamo nya tapii tetep tidak berfungsi motor nya.. lampu, musik, tombol, dan mesin ny gk nyala.. udh di ces berhari ttep ajh gk mau nyala..",4,Defective / does not work,Kab.�Bekasi,1000000,4.9,458,287,1
Toys and Hobbies,Pokeball,Negative,Fear,barangku kapan datang ? gua uda lama nunggu . males gua beli lagi,8,Slow delivery,Jakarta Barat,39000,4.7,2057,312,1
Toys and Hobbies,Mainan Robot Avenger 2 Thor + IronMan + Hulk + Captain America KECIL,Negative,Fear,Kaki mainan robot hulk pecah/rusak. Mohon dicek sblm kirim brh,10,Broken / damaged item,Jakarta Utara,64000,4.8,3708,1366,1
